Date,Close,Currency,High,Low,Open,Volume
2012-04-02,7.32,USD,7.59,7.31,7.47,5142520
2012-04-03,7.6,USD,7.69,7.33,7.34,5520750
2012-04-04,7.0,USD,7.1,6.94,7.05,22414080
2012-04-05,6.9,USD,7.09,6.88,7.02,7547390
2012-04-09,6.63,USD,6.86,6.62,6.82,8279025
2012-04-10,6.49,USD,6.77,6.42,6.63,9238345
2012-04-11,6.62,USD,6.66,6.4,6.65,5527235
2012-04-12,6.69,USD,6.9,6.58,6.75,5170770
2012-04-13,6.72,USD,6.81,6.57,6.79,3247900
2012-04-16,6.45,USD,6.74,6.42,6.68,5498755
2012-04-17,6.45,USD,6.61,6.41,6.49,5577690
2012-04-18,6.53,USD,6.55,6.31,6.42,4115480
2012-04-19,6.63,USD,6.69,6.5,6.55,3874390
2012-04-20,6.63,USD,6.75,6.59,6.63,4108870
2012-04-23,6.39,USD,6.59,6.34,6.57,4453575
2012-04-24,6.36,USD,6.44,6.2,6.36,3372335
2012-04-25,6.58,USD,6.6,6.41,6.41,3560665
2012-04-26,6.7,USD,6.7,6.58,6.59,2138095
2012-04-27,6.67,USD,6.73,6.58,6.72,2951025
2012-04-30,6.63,USD,6.67,6.52,6.65,2069740
